monto_transaccion,tiempo_respuesta_ms,intentos_previos,es_fraude
150872.01837359022,131.51223571764868,0,0
171758.66764629376,153.48537898366015,1,0
14241379.537569698,2505.848176172888,6,1
31695.96126131724,202.52467974532777,0,0
34941.69600034989,147.1757381012733,0,0
104654.83823774816,185.0194319048913,2,0
240667.90334614724,142.4920464358632,0,0
74400.94571239274,141.72369578124105,0,0
21888.174882279738,177.39683637442064,0,0
96323.29153521052,138.04418480353928,0,0
131915.80038674184,145.27355197869065,0,0
7565.93407271652,183.4562407690519,0,0
119809.76813918582,155.27315404909825,1,0
155220.37986353674,197.4151017143482,0,0
14644.265066731481,150.8412489633883,1,0
254251.73594950658,150.92535943740356,0,0
7220.48554938256,133.73815001351957,0,0
11274.86134196776,153.28806825195392,0,0
107404.40867440587,157.2452798891655,0,0
193993.862518876,140.3070783377108,1,0
12074895.49614923,961.4828834512896,5,1
103850.3809854966,134.67855013313982,1,0
83815.19250463074,118.93589993000737,0,0
301500.0969663304,100.73196795386076,0,0
404674.4213586608,180.25164832938984,0,0
468267.5131381126,134.88312045920202,0,0
41247.61640575002,121.3936295933845,0,0
77453.21602167386,156.39248845120358,0,0
12551762.780183073,3138.054974357008,9,1
33358.60873906504,149.85692897737698,0,0
64643.3275375706,139.2205069912607,0,0
120428.55855860814,190.3339732269871,0,0
99707.500447694,192.20392632256977,0,0
40787.73918080749,216.80391856570034,0,0
14723.831318249937,131.4515136560881,0,0
19902.20940907214,150.14462787066634,0,0
118536.57389182279,136.89428879738531,0,0
122377.93971312378,171.52744972516683,0,0
35642.07789133211,192.74264751518325,0,0
152398.29232295012,152.06476292188532,0,0
332647.663802561,186.52046795722782,1,0
42146.94713420384,135.2826868827002,0,0
83906.94865719028,161.18166395627674,0,0
29113.0995007177,139.61373792403126,0,0
222669.78351578966,162.03738301417812,0,0
259532.1139758612,158.24896969601087,0,0
190140.7171690945,136.35684898409514,0,0
112554.35810183271,110.6663262598565,0,0
178851.17137989434,116.62932956028767,0,0
142464.38300531975,193.06569151761374,0,0
8907.205256327508,124.54905820192963,0,0
183033.34682785242,144.70223516306297,0,0
189842.77908829806,102.09248085005733,0,0
195204.4754359399,162.29449724001728,0,0
55345.00547022,137.83768461136287,0,0
253760.00633255206,151.96433052402816,1,0
101762.22152425628,157.08691510047456,0,0
63652.15492461616,116.00079465819314,1,0
130809.49388613315,134.18902404809563,0,0
232240.58314418208,119.32710809261899,0,0
242913.64062282894,124.31716442372569,0,0
94783.1109859311,211.2203076435057,0,0
58666.46379070762,108.38027496418093,0,0
144634.27173359535,199.26695978666228,0,0
131568.57846979395,164.82927477495073,0,0
65621.95881656592,138.81887238031732,0,0
78861.29461317146,193.14995005235843,0,0
159529.65284982912,77.21125201698378,0,0
8172.615869839977,196.1450330092983,0,0
153387.34155836978,125.43959398797658,0,0
637046.6354537945,201.19129759742123,0,0
199212.98013875092,148.32209031162222,0,0
7988544.700374793,1930.9608953428988,8,1
151178.15438189346,142.51515391669392,0,0
94436.83385670645,165.62691992510182,0,0
88785.2730579414,155.96395176598867,0,0
139420.17442508508,136.87768585908788,0,0
46487.782877888894,125.55882907112986,1,0
63438.85310310381,174.79115945652006,0,0
120566.41394049207,159.1150450926208,0,0
67297.71436686919,127.50953356135525,0,0
199989.90945260832,146.98704064052015,0,0
29032.756577926317,218.21249363241517,1,0
118324.44849956558,174.18573547885146,1,0
710660.008116161,151.66472067257305,0,0
15029.252619768515,114.81972251239526,0,0
99519.66514298203,92.04392549118754,1,0
53399.42447854255,143.67799835554067,1,0
55620.274680765724,160.82615946509867,0,0
89469.5405655567,141.9484650880417,0,0
5597.234081386893,147.52818435851293,0,0
149898.61129054666,131.16839470657146,0,0
81967.54169712526,189.77353396385263,0,0
224658.32910669717,165.50232993967168,0,0
6576.665965005781,183.79893263496146,0,0
4062.254532116219,130.74432542224645,0,0
9536.275858797535,147.0366441492784,1,0
137165.6733881031,165.00291138111265,0,0
112777.04673444109,164.82763498394348,1,0
229671.45079485892,136.52974102757207,0,0
28145.692290770836,155.69272796189895,1,0
339666.464333864,132.71968905522206,0,0
73797.17375133744,131.53211836144035,1,0
127129.27061305713,123.29882154084399,0,0
90180.8211464945,134.75243232626994,0,0
186256.43732401283,134.64523954686268,0,0
10541.989818423857,141.52680921627143,1,0
35158.156477901284,159.02151523914202,1,0
62709.489544610944,196.34585393755552,0,0
90392.11709973148,142.11080768663695,1,0
113403.18751254187,123.82039111879429,0,0
41378.574490666644,144.74180567836274,0,0
57653.28120398403,148.88228108101038,0,0
35967.67223120017,127.21431406155091,0,0
144679.70634705585,147.55268987069658,0,0
26726.1900094591,130.09671236142614,1,0
281343.8081852204,92.76931839539837,0,0
21075.958668246356,169.88581767018582,0,0
17682.404094853126,156.86340468958204,0,0
185975.5243618818,140.08259550086984,0,0
183949.8475255564,169.16259417513947,0,0
148907.79948760636,145.98337879063197,0,0
140694.31455933145,186.47047839641175,0,0
7329.144532707766,164.31813298324556,0,0
152537.27330919012,133.19452818618987,0,0
95431.95252371233,174.61639495344025,0,0
93000.53262105052,151.60256412375563,0,0
102349.35093111794,184.7200025904894,0,0
20661.246621670285,142.77496953496956,0,0
38547.840787091234,167.87041721200183,1,0
26724.440646233677,151.87129530539045,0,0
36442.72369261932,147.9753022649458,0,0
576235.0221997635,165.9045122171009,0,0
15714.13075977707,186.1964441537841,0,0
67781.93606290784,118.51761120299905,1,0
17790.146801499646,124.20433623178913,0,0
109361.8650095847,140.72020121846185,0,0
39080.66251876515,146.31825431217638,0,0
15536.886329585357,138.73233602056854,0,0
11865893.570946649,1272.3206194271309,9,1
5032.010149023593,179.3475232893552,0,0
65846.95189001829,158.01266031496596,0,0
55671.70612566676,181.02347968462016,1,0
1469.1582978110102,193.6747424543874,0,0
120772.13783006725,177.97280679267934,0,0
10312.248715034479,187.25358989708693,0,0
19181.31691250175,173.21918837689438,0,0
283911.03197850625,137.22005503596537,0,0
781.1067456649004,178.53636445803178,0,0
115183.4321483374,200.60071340948141,0,0
109587.56184064313,151.71904377111957,0,0
53240.412704934,167.59489709377047,1,0
59130.92229902061,164.1567677014672,0,0
54016.56256409748,140.3516718371109,0,0
170533.7425615654,138.84003752961212,0,0
258415.42274235692,216.61536230003588,0,0
63015.87651386459,167.57890791049044,0,0
116666.96893800439,141.29731636996758,0,0
10522.866766124142,153.66868680513065,0,0
22158.292648476032,131.1927794559633,1,0
6650.9570045450055,191.34088040074647,0,0
10598.464939703164,166.68457757851422,0,0
157356.68544464806,159.70685637316083,0,0
5007639.294689415,1130.2464070261121,5,1
170051.91963690543,195.82785370996123,0,0
107330.3015015701,156.13820430140422,0,0
294732.24372319516,162.4086602767623,1,0
20470.928239678502,146.53580941506473,0,0
135773.95612845934,112.94816811293934,0,0
48933.867694074244,105.56840503275883,0,0
14125.226881272152,188.60833717428085,1,0
46050.99169716385,143.32650782150935,0,0
30063.186262456886,165.3636809412717,0,0
5301.808012187107,189.94187491762457,0,0
295376.93250105245,151.46509848814298,1,0
33925.84705932437,116.0575318283112,1,0
138639.12784672916,133.51752407873875,0,0
99951.57598101365,175.39641297482444,0,0
13210.35962124372,153.6156908447386,1,0
9433.454330674616,134.38214582866811,0,0
19133.417963265314,130.6936732279201,1,0
127867.39598202982,154.49165097178968,0,0
137382.03469241396,159.4404601605023,0,0
83916.36190235078,154.21806443364693,0,0
113139.42523700834,177.80670732587768,0,0
45538.037240803744,169.93130746350084,1,0
73122.00994841244,137.10914914799181,0,0
282634.6308163711,142.31775403313205,0,0
50390.77057723206,120.45265064070027,1,0
5756539.968071876,3240.608442684438,7,1
30506.658384423463,164.15443476925432,0,0
20062.777701507744,131.72912750755822,0,0
192444.80021244034,170.53847043270525,1,0
46127.743493628324,114.90754038136893,1,0
23884.817580250106,209.50969365411225,0,0
274214.92847236095,177.579348469841,0,0
202337.98366434942,177.96353523339874,0,0
123181.71385317386,155.39156968715162,1,0
89850.34936411615,174.70239958941718,0,0
113434.08271911161,144.64027670058053,0,0
83347.12298416266,171.77613232863044,0,0
46695.82377923213,185.75075972303424,1,0
18570.69749552378,120.54680261624864,0,0
288380.10282115726,139.58020872154145,1,0
78830.18885613026,168.0121527063572,0,0
22157.554364410335,186.4359487342609,2,0
123481.28164333102,127.31259048160021,0,0
17453.386896596166,155.2948105046446,1,0
100563.90035635281,155.1296222684046,0,0
161377.50879177987,163.30290335465955,0,0
677.9046162519771,147.83264616036556,0,0
263069.8342782766,105.03748762038315,0,0
46384.35062482122,143.14721311548197,0,0
83457.97967667296,226.78341754015003,0,0
42907.42214450657,119.79518854104903,1,0
25461.91692508616,128.8592878002649,0,0
53558.378227348985,166.41265207938068,0,0
160283.97033119187,168.24607587787457,1,0
63151.16927075856,154.64694709055667,0,0
48778.5164218821,164.3520320526634,1,0
101807.52652669014,160.2840069392427,1,0
218715.05908300824,124.30014816956403,1,0
14138.921089199186,126.42591568875591,0,0
257650.3798447183,134.0605035530616,0,0
60152.963102619215,181.32659317322282,0,0
381229.1472889873,205.28332571503833,0,0
15094.366685819332,135.77737867276437,0,0
116927.11836332073,130.46605760957635,0,0
132504.39655779308,193.78522684372277,0,0
71466.00886246964,129.21303317746273,1,0
242842.22360612074,170.6021645136066,0,0
248681.25744105692,146.28943382102,0,0
223979.34963509178,158.8419843972762,0,0
91341.73942485359,149.29689190145413,1,0
18048.30145127001,130.14790733486382,1,0
23848.310468319964,186.47449542079596,0,0
137483.50425781234,105.79341226246285,1,0
51680.75689107711,145.49660988975373,0,0
7366.867404139609,172.33368156520365,1,0
21339.717631242136,157.66549467454806,1,0
168088.75553317717,172.00535349060442,1,0
52161.53998421501,149.4039057965971,0,0
13214.989397548736,131.69293973924493,0,0
128058.72060484228,142.95779198027176,1,0
8153.693948079393,177.6328475373322,0,0
325930.5618874197,137.16717277485847,1,0
4785026.00361601,2461.172854086163,6,1
4864068.53872586,3341.618948329562,9,1
37580.47549860554,131.1471880052235,0,0
199151.41812002513,163.1832519870168,0,0
18874.20480189876,161.94535382301638,0,0
75112.31403072628,161.12606749735465,0,0
13285.509430151893,101.24762099953102,0,0
366316.6955211834,123.2245109367128,0,0
45766.8508644635,156.62060606161944,0,0
9939.51768470758,177.06562302505526,0,0
8164.775250044769,124.3514165075143,0,0
166734.9672163506,139.45557839030923,0,0
218777.15554844614,188.65271401078525,0,0
27933.98087946404,151.337856857839,0,0
2966.0742705030075,136.55429075337443,0,0
17953.769832130514,133.1072117460327,0,0
152198.05983394108,178.2148516869645,0,0
94045.6824749567,170.7305896409278,0,0
137756.91914305757,140.3059769295944,1,0
11492.483355223923,155.85485378745514,1,0
136051.28404244702,161.90027000164065,0,0
53833.85796289765,160.8531745385243,0,0
187899.75144048125,176.1131607454535,0,0
