x1,x2,clase
1.5409239003503394,-0.14936077669108414,1
1.4272645828187738,-0.4809926920852611,1
0.8634191972133054,0.32066104467416745,0
0.41695260419792257,-0.5457070876727659,1
1.1626958739818214,0.50187626964309,0
1.0635176181854542,-0.4536086934422897,1
-0.9310340338129119,0.3721521091058323,0
0.33287077786212516,-0.03716798802969787,1
1.8736472338581902,0.11135744288239129,1
0.054385084729675855,-0.2720646102067414,1
0.6445914571978555,0.6947683144317213,0
-0.38288113462750695,0.7395427423843712,0
1.3623731792237401,-0.414501797102995,1
1.3258824025826734,0.6713417505512262,0
-0.8627553107094976,0.3936918224145022,0
-1.2404710321279744,0.06200900216696241,0
-0.456705597880901,0.7259049299815923,0
-1.082020712247666,0.010123486791166814,0
1.335650590733217,-0.36433852946425227,1
0.4518559456800805,-0.11517485742902467,1
1.4560993691186181,-0.5249743975085652,1
0.7014459000169697,-0.2690146930615265,1
1.0206453358557532,-0.5128994141898956,1
1.6859231725922643,-0.28368069175398725,1
-0.8142957738700232,0.5886823170914262,0
0.7624467594822594,0.318464917306548,0
-0.5561409865273401,0.8156025876922111,0
1.2021318808819341,-0.5863244150722771,1
1.9214630705510114,-0.029940066497471385,1
0.8103783101806912,-0.4806813712517651,1
-0.15758129977468366,0.8564275864302048,0
0.7307502110147281,0.6895694159832001,0
0.9066611337593149,-0.6323389667722057,1
-0.9771753330163522,0.23835375903259476,0
0.7028116138315634,0.383773849877897,0
0.8842536254434007,0.26569589960594064,0
1.5511235147041083,-0.517029942520544,1
-1.2441003685360599,0.015086326443786043,0
2.0386794124702496,0.34073370533954084,1
1.99331358899604,-0.19019215376348,1
0.4486326313619685,0.7070189652925472,0
-0.48500064571342233,0.9290949532922828,0
0.07037022585899938,0.9222282895729339,0
-0.6752948529338286,0.47678627763514986,0
1.0899297336477174,-0.6688283984051278,1
0.5259479214362334,-0.1165987928821598,1
-0.3543938643043711,0.20035961236246175,1
1.059006476708919,-0.5300771149314003,1
1.0910959641677502,-0.5899701482138582,1
0.5198226908419895,-0.3932869369993001,1
-0.31799846802997433,0.9080984781856702,0
0.704418549937439,0.6949047373438628,0
1.4268590663891259,-0.43090913195738184,1
-0.6181137502689964,0.6725762385500923,0
-0.836007522672027,0.7872575128338895,0
-0.8396904810806299,0.19276369796946116,0
0.24505850234693785,0.08446697731422853,1
-1.1737057843210412,0.34537379020972003,0
-0.26880856402449393,0.9472032342647585,0
0.24824824401923198,1.2208658627806228,0
0.24561176973676316,-0.12826789695080465,1
1.9506496114935181,-0.39499035441480496,1
1.4585550181607099,-0.290400516636428,1
-0.9654593830120659,0.8401083780883337,0
-0.194711026016637,0.9071070788542102,0
0.10988250030465567,0.6682482413373334,1
0.953774005473576,0.41354245989288585,0
1.9266355725762467,0.27817987222361873,1
-0.8212668692189978,0.19628689531835355,0
0.7901057905673649,0.5549142851752664,0
0.6557809638504216,-0.35928509756272614,1
0.21464916983140772,0.9217544483085722,0
1.9590228437953328,0.3216959858457749,1
0.8997894292964259,0.3135122745833469,0
1.0839074790921865,0.10334242916799355,0
0.13437771074582425,1.2033379295041131,0
-0.9023653668717219,0.5460379039393546,0
0.10456076515000803,-0.31326110768674653,1
0.6899003347993973,-0.2746558312812775,1
0.8526693613123094,-0.4777379665758986,1
0.06619891132053743,0.11249555169886774,1
0.8393441694583834,0.9007238336973885,0
